,State,Station,Year,Ridership
779,Illinois,"Dwight, Illinois",2021-01-01,3871.0
179,Illinois,"Dwight, Illinois",2022-01-01,4941.0
10406,Indiana,"Dyer, Indiana",2005-01-01,533.0
9806,Indiana,"Dyer, Indiana",2006-01-01,636.0
9206,Indiana,"Dyer, Indiana",2007-01-01,1723.0
8606,Indiana,"Dyer, Indiana",2008-01-01,2162.0
8006,Indiana,"Dyer, Indiana",2009-01-01,2324.0
7406,Indiana,"Dyer, Indiana",2010-01-01,2257.0
6806,Indiana,"Dyer, Indiana",2011-01-01,2439.0
6206,Indiana,"Dyer, Indiana",2012-01-01,2756.0
5606,Indiana,"Dyer, Indiana",2013-01-01,2934.0
5006,Indiana,"Dyer, Indiana",2014-01-01,3392.0
4406,Indiana,"Dyer, Indiana",2015-01-01,3463.0
3806,Indiana,"Dyer, Indiana",2016-01-01,3082.0
3206,Indiana,"Dyer, Indiana",2017-01-01,3142.0
2606,Indiana,"Dyer, Indiana",2018-01-01,3198.0
2006,Indiana,"Dyer, Indiana",2019-01-01,2991.0
1406,Indiana,"Dyer, Indiana",2020-01-01,1090.0
806,Indiana,"Dyer, Indiana",2021-01-01,1092.0
206,Indiana,"Dyer, Indiana",2022-01-01,959.0
10530,Montana,"East Glacier (summer only), Montana",2005-01-01,5865.0
9930,Montana,"East Glacier (summer only), Montana",2006-01-01,5366.0
9330,Montana,"East Glacier (summer only), Montana",2007-01-01,13663.0
8730,Montana,"East Glacier (summer only), Montana",2008-01-01,15759.0
8130,Montana,"East Glacier (summer only), Montana",2009-01-01,13146.0
7530,Montana,"East Glacier (summer only), Montana",2010-01-01,17652.0
6930,Montana,"East Glacier (summer only), Montana",2011-01-01,11950.0
6330,Montana,"East Glacier (summer only), Montana",2012-01-01,14886.0
5730,Montana,"East Glacier (summer only), Montana",2013-01-01,14814.0
5130,Montana,"East Glacier (summer only), Montana",2014-01-01,11952.0
4530,Montana,"East Glacier (summer only), Montana",2015-01-01,12043.0
3930,Montana,"East Glacier (summer only), Montana",2016-01-01,13809.0
3330,Montana,"East Glacier (summer only), Montana",2017-01-01,14348.0
2730,Montana,"East Glacier (summer only), Montana",2018-01-01,14414.0
2130,Montana,"East Glacier (summer only), Montana",2019-01-01,14677.0
1530,Montana,"East Glacier (summer only), Montana",2020-01-01,836.0
930,Montana,"East Glacier (summer only), Montana",2021-01-01,10949.0
330,Montana,"East Glacier (summer only), Montana",2022-01-01,9528.0
10476,Michigan,"East Lansing, Michigan",2005-01-01,20168.0
9876,Michigan,"East Lansing, Michigan",2006-01-01,22615.0
9276,Michigan,"East Lansing, Michigan",2007-01-01,48518.0
8676,Michigan,"East Lansing, Michigan",2008-01-01,51012.0
8076,Michigan,"East Lansing, Michigan",2009-01-01,52010.0
7476,Michigan,"East Lansing, Michigan",2010-01-01,59812.0
6876,Michigan,"East Lansing, Michigan",2011-01-01,68554.0
6276,Michigan,"East Lansing, Michigan",2012-01-01,68147.0
5676,Michigan,"East Lansing, Michigan",2013-01-01,66398.0
5076,Michigan,"East Lansing, Michigan",2014-01-01,66402.0
4476,Michigan,"East Lansing, Michigan",2015-01-01,65355.0
3876,Michigan,"East Lansing, Michigan",2016-01-01,66313.0
3276,Michigan,"East Lansing, Michigan",2017-01-01,69599.0
2676,Michigan,"East Lansing, Michigan",2018-01-01,69359.0
2076,Michigan,"East Lansing, Michigan",2019-01-01,69210.0
1476,Michigan,"East Lansing, Michigan",2020-01-01,38070.0
876,Michigan,"East Lansing, Michigan",2021-01-01,32574.0
276,Michigan,"East Lansing, Michigan",2022-01-01,59224.0
10764,Washington,"Edmonds, Washington",2005-01-01,14642.0
10164,Washington,"Edmonds, Washington",2006-01-01,14690.0
9564,Washington,"Edmonds, Washington",2007-01-01,28462.0
8964,Washington,"Edmonds, Washington",2008-01-01,30876.0
8364,Washington,"Edmonds, Washington",2009-01-01,31225.0
7764,Washington,"Edmonds, Washington",2010-01-01,32668.0
7164,Washington,"Edmonds, Washington",2011-01-01,30472.0
6564,Washington,"Edmonds, Washington",2012-01-01,32896.0
5964,Washington,"Edmonds, Washington",2013-01-01,29250.0
5364,Washington,"Edmonds, Washington",2014-01-01,29604.0
4764,Washington,"Edmonds, Washington",2015-01-01,30012.0
4164,Washington,"Edmonds, Washington",2016-01-01,31389.0
3564,Washington,"Edmonds, Washington",2017-01-01,31081.0
2964,Washington,"Edmonds, Washington",2018-01-01,28999.0
2364,Washington,"Edmonds, Washington",2019-01-01,29462.0
1764,Washington,"Edmonds, Washington",2020-01-01,13085.0
1164,Washington,"Edmonds, Washington",2021-01-01,3033.0
564,Washington,"Edmonds, Washington",2022-01-01,4223.0
10380,Illinois,"Effingham, Illinois",2005-01-01,5179.0
9780,Illinois,"Effingham, Illinois",2006-01-01,5688.0
9180,Illinois,"Effingham, Illinois",2007-01-01,20152.0
8580,Illinois,"Effingham, Illinois",2008-01-01,22367.0
7980,Illinois,"Effingham, Illinois",2009-01-01,23138.0
7380,Illinois,"Effingham, Illinois",2010-01-01,22394.0
6780,Illinois,"Effingham, Illinois",2011-01-01,25641.0
6180,Illinois,"Effingham, Illinois",2012-01-01,28530.0
5580,Illinois,"Effingham, Illinois",2013-01-01,29359.0
4980,Illinois,"Effingham, Illinois",2014-01-01,29330.0
4380,Illinois,"Effingham, Illinois",2015-01-01,27195.0
3780,Illinois,"Effingham, Illinois",2016-01-01,26276.0
3180,Illinois,"Effingham, Illinois",2017-01-01,25907.0
2580,Illinois,"Effingham, Illinois",2018-01-01,24384.0
1980,Illinois,"Effingham, Illinois",2019-01-01,23619.0
1380,Illinois,"Effingham, Illinois",2020-01-01,12713.0
780,Illinois,"Effingham, Illinois",2021-01-01,8242.0
180,Illinois,"Effingham, Illinois",2022-01-01,12798.0
10704,Texas,"El Paso, Texas",2005-01-01,4950.0
10104,Texas,"El Paso, Texas",2006-01-01,4354.0
9504,Texas,"El Paso, Texas",2007-01-01,8672.0
8904,Texas,"El Paso, Texas",2008-01-01,9605.0
8304,Texas,"El Paso, Texas",2009-01-01,9397.0
7704,Texas,"El Paso, Texas",2010-01-01,10415.0
7104,Texas,"El Paso, Texas",2011-01-01,11470.0
6504,Texas,"El Paso, Texas",2012-01-01,12329.0
5904,Texas,"El Paso, Texas",2013-01-01,13093.0
5304,Texas,"El Paso, Texas",2014-01-01,13272.0
4704,Texas,"El Paso, Texas",2015-01-01,13915.0
4104,Texas,"El Paso, Texas",2016-01-01,14584.0
3504,Texas,"El Paso, Texas",2017-01-01,14922.0
2904,Texas,"El Paso, Texas",2018-01-01,14267.0
2304,Texas,"El Paso, Texas",2019-01-01,14362.0
1704,Texas,"El Paso, Texas",2020-01-01,8896.0
1104,Texas,"El Paso, Texas",2021-01-01,8554.0
504,Texas,"El Paso, Texas",2022-01-01,11896.0
10660,Pennsylvania,"Elizabethtown, Pennsylvania",2005-01-01,24489.0
10060,Pennsylvania,"Elizabethtown, Pennsylvania",2006-01-01,30327.0
9460,Pennsylvania,"Elizabethtown, Pennsylvania",2007-01-01,74091.0
8860,Pennsylvania,"Elizabethtown, Pennsylvania",2008-01-01,90644.0
8260,Pennsylvania,"Elizabethtown, Pennsylvania",2009-01-01,95173.0
7660,Pennsylvania,"Elizabethtown, Pennsylvania",2010-01-01,95096.0
7060,Pennsylvania,"Elizabethtown, Pennsylvania",2011-01-01,99063.0
6460,Pennsylvania,"Elizabethtown, Pennsylvania",2012-01-01,112198.0
5860,Pennsylvania,"Elizabethtown, Pennsylvania",2013-01-01,123153.0
5260,Pennsylvania,"Elizabethtown, Pennsylvania",2014-01-01,108722.0
4660,Pennsylvania,"Elizabethtown, Pennsylvania",2015-01-01,109834.0
4060,Pennsylvania,"Elizabethtown, Pennsylvania",2016-01-01,106151.0
3460,Pennsylvania,"Elizabethtown, Pennsylvania",2017-01-01,101246.0
2860,Pennsylvania,"Elizabethtown, Pennsylvania",2018-01-01,100019.0
2260,Pennsylvania,"Elizabethtown, Pennsylvania",2019-01-01,100505.0
1660,Pennsylvania,"Elizabethtown, Pennsylvania",2020-01-01,46517.0
1060,Pennsylvania,"Elizabethtown, Pennsylvania",2021-01-01,22232.0
460,Pennsylvania,"Elizabethtown, Pennsylvania",2022-01-01,39359.0
